PRICE,BODY_TYPE,KILOMETERS_DRIVEN,NUMBER_OF_OWNERS,YEAR_OF_MANUFACTURE,MILEAGE,FUEL_TYPE,MODEL_YEAR,INSURANCE_VALIDITY,NUMBER_OF_GEARS,TRANSMISSION,SEATS,CITY_NAME
₹ 3.76 Lakh,Hatchback,"44,319 Kms",2nd Owner,2020,22.0,Petrol,2020,Not Available,5 Speed,Automatic,5 Seats,JAIPUR
₹ 3.37 Lakh,Hatchback,"49,422 Kms",1st Owner,2017,16.2,Petrol,2017,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 10.45 Lakh,SUV,"44,934 Kms",1st Owner,2021,16.35,Petrol,2021,Not Available,6-Speed,Automatic,5 Seats,JAIPUR
₹ 1.18 Lakh,Sedan,"2,51,066 Kms",1st Owner,2011,19.3,Diesel,2011,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 4.36 Lakh,Sedan,"2,08,708 Kms",1st Owner,2017,28.09,Diesel,2017,Not Available,5 Speed,Manual,5 Seats,JAIPUR
"₹ 75,697 ",Hatchback,"75,426 Kms",1st Owner,2009,18.9,LPG,2009,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 8.61 Lakh,SUV,"36,107 Kms",1st Owner,2020,18.15,Petrol,2020,Not Available,7-Speed DCT,Automatic,5 Seats,JAIPUR
₹ 5.90 Lakh,SUV,"50,854 Kms",1st Owner,2019,17.5,Petrol,2019,Third Party,5 Speed,Manual,5 Seats,JAIPUR
₹ 5.53 Lakh,Hatchback,"7,985 Kms",1st Owner,2020,20.7,Petrol,2020,Not Available,5-Speed,Manual,5 Seats,JAIPUR
₹ 4.29 Lakh,SUV,"47,913 Kms",1st Owner,2017,18.49,Diesel,2017,Not Available,5 Speed,Manual,7 Seats,JAIPUR
₹ 5 Lakh,Hatchback,"1,38,907 Kms",1st Owner,2017,21.4,Petrol,2017,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.08 Lakh,Hatchback,"2,01,161 Kms",1st Owner,2010,21.1,Diesel,2010,Not Available,5-Speed,Manual,5 Seats,JAIPUR
₹ 4.82 Lakh,SUV,"1,24,143 Kms",1st Owner,2015,15.1,Diesel,2015,Not Available,6 Speed,Manual,7 Seats,JAIPUR
₹ 4.22 Lakh,Sedan,"65,396 Kms",2nd Owner,2017,19.5,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 2.06 Lakh,Hatchback,"45,746 Kms",1st Owner,2011,20.36,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 6.30 Lakh,Sedan,"90,560 Kms",1st Owner,2017,20.73,Petrol,2017,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 13.90 Lakh,SUV,"48,350 Kms",1st Owner,2015,12.0,Petrol,2015,Comprehensive,5 Speed,Automatic,5 Seats,JAIPUR
₹ 5.25 Lakh,Sedan,"66,000 Kms",1st Owner,2017,25.8,Diesel,2017,Comprehensive,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.64 Lakh,Hatchback,"1,989 Kms",1st Owner,2022,22.05,Petrol,2022,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 2 Lakh,Hatchback,"1,10,818 Kms",1st Owner,2014,21.1,Petrol,2014,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 9.75 Lakh,SUV,"89,000 Kms",2nd Owner,2017,17.6,Diesel,2017,Comprehensive,6 Speed,Automatic,5 Seats,JAIPUR
₹ 2.50 Lakh,Hatchback,"67,225 Kms",1st Owner,2018,18.15,Petrol,2018,Not Available,5 Speed,Manual,6 Seats,JAIPUR
₹ 13 Lakh,SUV,"96,937 Kms",1st Owner,2020,17.0,Diesel,2020,Not Available,6,Manual,5 Seats,JAIPUR
₹ 2 Lakh,Hatchback,"1,60,145 Kms",1st Owner,2010,17.8,Diesel,2010,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 4.50 Lakh,MUV,"85,017 Kms",1st Owner,2015,17.3,Petrol,2015,Not Available,5 Speed,Manual,7 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"86,719 Kms",1st Owner,2009,19.81,Petrol,2009,Not Available,5 Speed,Manual,5 Seats,JAIPUR
"₹ 55,000 ",Hatchback,"85,254 Kms",3rd Owner,2006,18.9,Petrol,2006,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 2.44 Lakh,Sedan,"1,06,311 Kms",2nd Owner,2012,19.0,Diesel,2012,Comprehensive,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.50 Lakh,Hatchback,"66,328 Kms",1st Owner,2018,18.5,Petrol,2018,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 1 Lakh,Sedan,"1,32,528 Kms",1st Owner,2017,13.0,Petrol,1999,Third Party,5 Speed,Manual,5 Seats,JAIPUR
₹ 31 Lakh,Sedan,"62,285 Kms",1st Owner,2019,19.33,Diesel,2019,Third Party insurance,8 Speed,Automatic,5 Seats,JAIPUR
₹ 1.79 Lakh,Hatchback,"1,83,619 Kms",1st Owner,2011,21.9,Diesel,2011,Not Available,5-Speed,Manual,5 Seats,JAIPUR
₹ 9 Lakh,SUV,"27,019 Kms",1st Owner,2019,16.5,Diesel,2019,Not Available,5 Speed,Manual,7 Seats,JAIPUR
₹ 1.90 Lakh,Hatchback,"46,848 Kms",1st Owner,2011,20.36,Petrol,2011,Comprehensive,5 Speed,Manual,5 Seats,JAIPUR
₹ 5.47 Lakh,SUV,"16,424 Kms",1st Owner,2021,20.5,Petrol,2021,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 5.10 Lakh,Sedan,"89,525 Kms",2nd Owner,2015,20.73,Petrol,2015,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 16.50 Lakh,SUV,"39,657 Kms",1st Owner,2020,18.5,Diesel,2020,Not Available,6-Speed,Automatic,5 Seats,JAIPUR
₹ 10 Lakh,SUV,"44,516 Kms",1st Owner,2021,19.2,Petrol,2021,Comprehensive,6-speed,Manual,5 Seats,JAIPUR
₹ 5.80 Lakh,Sedan,"1,29,267 Kms",1st Owner,2016,26.59,Diesel,2016,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 2.50 Lakh,Hatchback,"77,497 Kms",1st Owner,2017,21.1,Petrol,2017,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.10 Lakh,Hatchback,"74,953 Kms",4th Owner,2015,25.2,Diesel,2015,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 4 Lakh,Sedan,"1,53,007 Kms",2nd Owner,2016,28.09,Diesel,2016,Not Available,5 Speed,Manual,5 Seats,JAIPUR
"₹ 94,723 ",Hatchback,"75,415 Kms",2nd Owner,2008,19.7,Petrol,2008,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 6.02 Lakh,MUV,"32,516 Kms",1st Owner,2022,20.51,Petrol,2022,Not Available,5-Speed,Manual,7 Seats,JAIPUR
"₹ 70,000 ",Hatchback,"1,10,833 Kms",2nd Owner,2005,18.9,Petrol,2005,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 9 Lakh,SUV,"49,972 Kms",1st Owner,2022,18.4,Petrol,2022,Third Party,5-Speed,Manual,5 Seats,JAIPUR
"₹ 54,000 ",Hatchback,"1,74,077 Kms",1st Owner,2006,19.7,Petrol,2006,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.10 Lakh,Hatchback,"72,434 Kms",3rd Owner,2011,19.7,Petrol,2011,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 3 Lakh,Sedan,"34,185 Kms",3rd Owner,2015,18.16,Petrol,2015,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 4.17 Lakh,SUV,"29,336 Kms",2nd Owner,2021,18.75,Petrol,2021,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.25 Lakh,Hatchback,"71,501 Kms",1st Owner,2015,18.9,Petrol,2015,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 12 Lakh,SUV,"68,279 Kms",1st Owner,2019,16.5,Petrol,2019,Not Available,6-Speed,Manual,5 Seats,JAIPUR
₹ 2.11 Lakh,Sedan,"99,761 Kms",2nd Owner,2012,23.4,Diesel,2012,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 14.50 Lakh,SUV,"46,865 Kms",1st Owner,2021,16.5,Petrol,2021,Not Available,7-Speed DCT,Automatic,5 Seats,JAIPUR
₹ 2.70 Lakh,Hatchback,"1,58,924 Kms",1st Owner,2014,24.0,Diesel,2014,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 3 Lakh,Hatchback,"94,905 Kms",1st Owner,2014,21.9,Diesel,2014,Not Available,6 Speed,Manual,5 Seats,JAIPUR
₹ 4.42 Lakh,Sedan,"80,607 Kms",2nd Owner,2014,26.0,Diesel,2014,Not Available,6 Speed ,Manual,5 Seats,JAIPUR
₹ 5.08 Lakh,Hatchback,"33,055 Kms",2nd Owner,2020,21.21,Petrol,2020,Not Available,5,Automatic,5 Seats,JAIPUR
₹ 4 Lakh,SUV,"91,873 Kms",2nd Owner,2012,15.1,Diesel,2012,Not Available,6 Speed ,Manual,7 Seats,JAIPUR
"₹ 62,000 ",Sedan,"72,117 Kms",1st Owner,2007,12.9,Petrol,2007,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 4.15 Lakh,SUV,"1,60,351 Kms",1st Owner,2012,15.1,Diesel,2012,Not Available,6 Speed,Manual,7 Seats,JAIPUR
₹ 7.55 Lakh,SUV,"68,280 Kms",1st Owner,2018,24.3,Diesel,2018,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.40 Lakh,Hatchback,"47,008 Kms",1st Owner,2018,23.95,Petrol,2018,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 9 Lakh,Sedan,"1,04,782 Kms",1st Owner,2018,22.0,Diesel,2018,Not Available,6 Speed,Manual,5 Seats,JAIPUR
₹ 3.81 Lakh,MUV,"1,07,598 Kms",2nd Owner,2017,17.03,Petrol,2017,Not Available,4 Speed,Automatic,7 Seats,JAIPUR
₹ 9.50 Lakh,SUV,"90,150 Kms",1st Owner,2019,22.1,Diesel,2019,Not Available,6 Speed,Manual,5 Seats,JAIPUR
₹ 5 Lakh,Sedan,"77,074 Kms",2nd Owner,2016,28.09,Diesel,2016,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 7.31 Lakh,Sedan,"32,293 Kms",1st Owner,2021,18.3,Petrol,2021,Not Available,CVT,Automatic,5 Seats,JAIPUR
₹ 12 Lakh,SUV,"69,510 Kms",1st Owner,2018,16.0,Petrol,2018,Not Available,7 Speed,Automatic,5 Seats,JAIPUR
₹ 10 Lakh,SUV,"1,31,511 Kms",1st Owner,2018,17.1,Diesel,2018,Not Available,6 Speed,Manual,5 Seats,JAIPUR
₹ 3 Lakh,Hatchback,"1,45,716 Kms",2nd Owner,2012,22.9,Diesel,2012,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 6.07 Lakh,Sedan,"38,943 Kms",1st Owner,2017,20.73,Petrol,2017,Not Available,5 Speed,Manual,5 Seats,JAIPUR
"₹ 69,000 ",Hatchback,"96,598 Kms",2nd Owner,2005,17.3,Petrol,2005,Not Available,5 Speed,Manual,5 Seats,JAIPUR
₹ 16 Lakh,SUV,"28,807 Kms",1st Owner,2021,18.9,Petrol,2021,Not Available,6-speed IVT,Automatic,5 Seats,JAIPUR
₹ 12.75 Lakh,Sedan,"1,07,000 Kms",1st Owner,2012,16.73,Diesel,2012,Comprehensive,8 Speed Sport,Automatic,5 Seats,JAIPUR
₹ 36.75 Lakh,SUV,"79,331 Kms",2nd Owner,2016,12.7,Diesel,2016,Comprehensive,9 Speed,Automatic,5 Seats,JAIPUR
₹ 9.95 Lakh,SUV,"49,503 Kms",1st Owner,2020,18.9,Diesel,2020,Third Party,6-Speed,Manual,5 Seats,JAIPUR
₹ 13.50 Lakh,MUV,"1,37,029 Kms",1st Owner,2014,12.99,Diesel,2014,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 14.90 Lakh,SUV,"34,576 Kms",1st Owner,2018,16.0,Petrol,2018,Third Party insurance,7 Speed,Automatic,5 Seats,JAIPUR
₹ 7.50 Lakh,SUV,"40,220 Kms",1st Owner,2016,18.49,Diesel,2016,1,5 Speed,Manual,7 Seats,JAIPUR
₹ 6.75 Lakh,Hatchback,"83,083 Kms",1st Owner,2018,27.39,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,JAIPUR
₹ 10.50 Lakh,SUV,"1,39,208 Kms",1st Owner,2010,11.5,Diesel,2010,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 2.76 Lakh,Hatchback,"40,000 Kms",1st Owner,2023,24.39,Petrol,2023,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.82 Lakh,Hatchback,"50,000 Kms",1st Owner,2016,20.51,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 50,000 ",Sedan,"60,000 Kms",1st Owner,2005,15.9,Petrol,2005,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 6 Lakh,MUV,"50,000 Kms",1st Owner,2023,20.0,Petrol,2023,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 1.30 Lakh,Hatchback,"1,00,000 Kms",1st Owner,2011,21.1,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.30 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2012,21.1,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.10 Lakh,Hatchback,"70,000 Kms",2nd Owner,2011,15.6,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 55,000 ",Hatchback,"50,000 Kms",2nd Owner,2008,18.2,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.30 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2011,21.1,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 6.50 Lakh,SUV,"20,000 Kms",1st Owner,2022,18.75,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 2.50 Lakh,Hatchback,"40,000 Kms",1st Owner,2016,25.17,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.10 Lakh,Hatchback,"1,00,000 Kms",1st Owner,2010,19.0,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 7.30 Lakh,SUV,"10,000 Kms",1st Owner,2021,20.0,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.30 Lakh,Hatchback,"60,000 Kms",1st Owner,2012,26.83,CNG,2012,Third Party insurance,Five Speed Manual Transmission,Manual,5 Seats,JAIPUR
₹ 3.30 Lakh,Hatchback,"20,000 Kms",1st Owner,2021,22.05,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 6 Lakh,Sedan,"30,000 Kms",1st Owner,2020,21.21,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 6 Lakh,MUV,"70,000 Kms",1st Owner,2020,20.0,Petrol,2020,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 6 Lakh,MUV,"70,000 Kms",1st Owner,2020,20.0,Petrol,2020,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 1 Lakh,Hatchback,"50,000 Kms",2nd Owner,2009,17.3,Petrol,2009,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.35 Lakh,Hatchback,"70,000 Kms",1st Owner,2013,18.6,Petrol,2013,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 11 Lakh,SUV,"30,000 Kms",1st Owner,2023,17.29,Diesel,2023,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 4 Lakh,SUV,"50,000 Kms",3rd Owner,2014,16.5,Petrol,2014,Third Party insurance,6 Speed,Automatic,5 Seats,JAIPUR
₹ 3 Lakh,Hatchback,"30,000 Kms",1st Owner,2011,17.0,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.80 Lakh,Hatchback,"20,000 Kms",1st Owner,2011,17.92,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 11 Lakh,SUV,"20,000 Kms",1st Owner,2022,20.0,Diesel,2022,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 9 Lakh,SUV,"50,000 Kms",1st Owner,2019,15.81,Petrol,2019,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 2.30 Lakh,Hatchback,"90,000 Kms",1st Owner,2012,17.0,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"60,000 Kms",3rd Owner,2011,20.0,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 4 Lakh,Hatchback,"1,00,000 Kms",1st Owner,2018,23.1,Petrol,2018,Third Party insurance,5 Speed,Automatic,5 Seats,JAIPUR
₹ 7 Lakh,Hatchback,"10,000 Kms",1st Owner,2022,19.3,Petrol,2022,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 6 Lakh,SUV,"60,000 Kms",1st Owner,2017,23.0,Diesel,2017,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 7.45 Lakh,SUV,"40,000 Kms",1st Owner,2021,17.03,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"1,20,000 Kms",2nd Owner,2013,20.0,Diesel,2013,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"1,20,000 Kms",2nd Owner,2013,20.0,Diesel,2013,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 11.66 Lakh,SUV,"70,000 Kms",1st Owner,2020,20.8,Diesel,2020,Third Party insurance,6-Speed,Manual,5 Seats,JAIPUR
₹ 5 Lakh,Hatchback,"10,000 Kms",1st Owner,2021,21.79,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.50 Lakh,Hatchback,"50,000 Kms",2nd Owner,2018,23.95,Petrol,2018,Third Party insurance,5 Speed,Automatic,5 Seats,JAIPUR
₹ 6 Lakh,SUV,"50,000 Kms",2nd Owner,2018,21.5,Diesel,2018,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 2.25 Lakh,Hatchback,"50,000 Kms",1st Owner,2016,20.63,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 10 Lakh,SUV,"30,000 Kms",1st Owner,2021,16.0,Diesel,2021,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 1.90 Lakh,Sedan,"1,50,000 Kms",2nd Owner,2010,19.3,Diesel,2010,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.50 Crore,Coupe,"30,000 Kms",2nd Owner,2020,9.0,Petrol,2020,Third Party insurance,8-Speed,Automatic,4 Seats,JAIPUR
₹ 9.50 Lakh,SUV,"70,000 Kms",1st Owner,2021,17.29,Diesel,2021,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"90,000 Kms",1st Owner,2010,19.0,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.85 Lakh,Hatchback,"50,000 Kms",1st Owner,2010,19.7,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 50,000 ",Hatchback,"80,000 Kms",4th Owner,2017,16.1,Petrol,1998,Third Party insurance,4 Speed,Manual,4 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"1,20,000 Kms",2nd Owner,2014,25.44,Diesel,2014,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 8 Lakh,Sedan,"20,000 Kms",1st Owner,2021,18.6,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 4.50 Lakh,SUV,"60,000 Kms",4th Owner,2017,16.55,Diesel,2017,Third Party insurance,5 Speed,Manual,6 Seats,JAIPUR
₹ 4.30 Lakh,Sedan,"60,000 Kms",2nd Owner,2016,25.8,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 2.25 Lakh,Sedan,"70,000 Kms",2nd Owner,2011,17.5,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 70,000 ",Hatchback,"1,50,000 Kms",3rd Owner,2008,19.7,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.75 Lakh,Hatchback,"30,000 Kms",2nd Owner,2010,20.36,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1 Lakh,Sedan,"60,000 Kms",1st Owner,2008,13.2,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 6 Lakh,MUV,"1,20,000 Kms",2nd Owner,2017,24.52,Diesel,2017,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 2 Lakh,Sedan,"1,00,000 Kms",1st Owner,2011,17.5,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 16 Lakh,SUV,"50,000 Kms",1st Owner,2020,15.4,Diesel,2020,Third Party insurance,6 Speed,Manual,7 Seats,JAIPUR
₹ 1 Lakh,Hatchback,"70,000 Kms",1st Owner,2007,17.8,Petrol,2007,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 12 Lakh,SUV,"10,000 Kms",1st Owner,2022,16.82,Petrol,2022,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 10.70 Lakh,SUV,"50,000 Kms",1st Owner,2020,16.82,Petrol,2020,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 2.48 Lakh,Hatchback,"80,000 Kms",1st Owner,2015,21.1,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 4 Lakh,Hatchback,"40,000 Kms",1st Owner,2020,22.05,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.25 Lakh,Hatchback,"70,000 Kms",2nd Owner,2007,19.7,Petrol,2007,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 4 Lakh,Hatchback,"1,50,000 Kms",1st Owner,2016,27.3,Diesel,2016,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 9 Lakh,Sedan,"40,000 Kms",1st Owner,2021,21.0,Diesel,2021,Third Party insurance,CVT,Automatic,5 Seats,JAIPUR
₹ 3.10 Lakh,Hatchback,"30,000 Kms",1st Owner,2020,22.05,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.50 Lakh,Sedan,"80,000 Kms",1st Owner,2014,19.1,Petrol,2014,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 13 Lakh,SUV,"80,000 Kms",1st Owner,2017,17.1,Diesel,2017,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 8.50 Lakh,SUV,"20,000 Kms",1st Owner,2021,16.5,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 90,000 ",Hatchback,"70,000 Kms",2nd Owner,2009,18.0,Petrol,2009,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 5 Lakh,SUV,"1,20,000 Kms",1st Owner,2012,15.1,Diesel,2012,Third Party insurance,6 Speed,Manual,7 Seats,JAIPUR
₹ 9.50 Lakh,SUV,"20,000 Kms",1st Owner,2022,16.5,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 12.14 Lakh,SUV,"1,50,000 Kms",1st Owner,2018,17.1,Diesel,2018,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
₹ 6.70 Lakh,Sedan,"20,000 Kms",1st Owner,2021,20.5,Petrol,2021,Third Party insurance,5-Speed,Manual,5 Seats,JAIPUR
"₹ 50,000 ",Hatchback,"80,000 Kms",2nd Owner,2004,16.1,Petrol,2004,Third Party insurance,4 Speed,Manual,4 Seats,JAIPUR
₹ 8.50 Lakh,SUV,"90,000 Kms",1st Owner,2017,24.3,Diesel,2017,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3 Lakh,Hatchback,"30,000 Kms",1st Owner,2017,25.17,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.30 Lakh,Hatchback,"30,000 Kms",1st Owner,2020,22.05,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 7.50 Lakh,SUV,"40,000 Kms",3rd Owner,2018,24.3,Diesel,2018,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 70,000 ",Sedan,"1,20,000 Kms",4th Owner,2005,13.2,Petrol,2005,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 80,000 ",Hatchback,"1,20,000 Kms",4th Owner,2006,18.9,Petrol,2006,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.25 Lakh,Hatchback,"60,000 Kms",2nd Owner,2009,18.9,Petrol,2009,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 2.50 Lakh,Sedan,"1,50,000 Kms",2nd Owner,2009,19.3,Diesel,2009,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.70 Lakh,Hatchback,"60,000 Kms",1st Owner,2019,24.7,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.25 Lakh,SUV,"1,50,000 Kms",1st Owner,2013,19.01,Diesel,2013,Third Party insurance,6 Speed,Manual,5 Seats,JAIPUR
"₹ 45,000 ",Hatchback,"80,000 Kms",2nd Owner,2006,16.1,Petrol,2006,Third Party insurance,4 Speed,Manual,4 Seats,JAIPUR
₹ 1.70 Lakh,SUV,"1,00,000 Kms",2nd Owner,2009,13.93,Diesel,2009,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 8 Lakh,SUV,"50,000 Kms",1st Owner,2019,16.5,Diesel,2019,Third Party insurance,5 Speed,Manual,7 Seats,JAIPUR
₹ 1.22 Lakh,Hatchback,"50,000 Kms",3rd Owner,2012,25.44,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 1.50 Lakh,Hatchback,"60,000 Kms",2nd Owner,2008,20.36,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
₹ 3.25 Lakh,Hatchback,"30,000 Kms",1st Owner,2020,22.05,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,JAIPUR
"₹ 50,000 ",Hatchback,"80,000 Kms",4th Owner,2003,16.1,Petrol,2003,Third Party insurance,4 Speed,Manual,4 Seats,JAIPUR
₹ 11 Lakh,SUV,"10,000 Kms",2nd Owner,2022,18.0,Petrol,2022,Third Party insurance,iMT,Manual,5 Seats,JAIPUR
₹ 1 Lakh,Sedan,"1,50,000 Kms",2nd Owner,2009,13.2,LPG,2009,Third Party insurance,5-Speed,Manual,5 Seats,JAIPUR
₹ 7 Lakh,Coupe,"40,000 Kms",4th Owner,2006,7.94,Petrol,2006,Third Party insurance,8 Speed,Automatic,4 Seats,JAIPUR
