PRICE,BODY_TYPE,KILOMETERS_DRIVEN,NUMBER_OF_OWNERS,YEAR_OF_MANUFACTURE,MILEAGE,FUEL_TYPE,MODEL_YEAR,INSURANCE_VALIDITY,NUMBER_OF_GEARS,TRANSMISSION,SEATS,CITY_NAME
₹ 9.25 Lakh,Sedan,"30,000 Kms",1st Owner,2020,18.6,Petrol,2020,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 7.75 Lakh,Sedan,"50,000 Kms",1st Owner,2017,20.73,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
"₹ 70,000 ",Hatchback,"80,000 Kms",2nd Owner,2011,26.0,Petrol,2011,Third Party insurance,4 Speed,Manual,4 Seats,BANGALORE
₹ 5 Lakh,SUV,"70,000 Kms",2nd Owner,2014,19.01,Diesel,2014,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 3.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2009,19.3,Diesel,2009,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 11.25 Lakh,MUV,"1,20,000 Kms",2nd Owner,2012,12.99,Diesel,2012,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 8.30 Lakh,Sedan,"20,000 Kms",2nd Owner,2020,18.3,Petrol,2020,Third Party insurance,CVT,Automatic,5 Seats,BANGALORE
₹ 14.75 Lakh,SUV,"37,354 Kms",1st Owner,2020,17.8,Diesel,2020,Third Party,6-Speed,Automatic,5 Seats,BANGALORE
₹ 8.34 Lakh,SUV,"80,426 Kms",2nd Owner,2014,15.1,Diesel,2014,Comprehensive,6 Speed ,Manual,7 Seats,BANGALORE
₹ 6.74 Lakh,Sedan,"89,801 Kms",1st Owner,2016,20.73,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
"₹ 65,000 ",Sedan,"1,20,000 Kms",4th Owner,2004,14.2,Petrol,2004,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.47 Lakh,Hatchback,"69,199 Kms",2nd Owner,2019,18.9,Petrol,2019,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.13 Lakh,Hatchback,"78,249 Kms",3rd Owner,2012,22.38,Petrol,2012,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 23.25 Lakh,MUV,"26,918 Kms",1st Owner,2018,13.68,Diesel,2018,Comprehensive,5 Speed,Manual,8 Seats,BANGALORE
₹ 7.09 Lakh,Hatchback,"29,905 Kms",1st Owner,2021,22.38,Petrol,2021,Zero Dep,5-Speed,Manual,5 Seats,BANGALORE
₹ 22.95 Lakh,MUV,"37,678 Kms",2nd Owner,2018,11.36,Diesel,2018,Comprehensive,6 Speed,Automatic,7 Seats,BANGALORE
₹ 5.28 Lakh,Hatchback,"60,442 Kms",2nd Owner,2017,18.7,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.91 Lakh,SUV,"66,463 Kms",1st Owner,2014,20.45,Diesel,2014,Comprehensive,5 speed,Manual,5 Seats,BANGALORE
₹ 11.45 Lakh,Sedan,"40,844 Kms",1st Owner,2020,16.24,Petrol,2020,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 8.55 Lakh,Hatchback,"62,696 Kms",1st Owner,2021,18.9,Petrol,2021,Third Party,6 Speed,Manual,5 Seats,BANGALORE
₹ 8 Lakh,Hatchback,"30,000 Kms",1st Owner,2021,21.21,Petrol,2021,Third Party insurance,5,Automatic,5 Seats,BANGALORE
₹ 5.50 Lakh,Sedan,"44,000 Kms",1st Owner,2017,18.16,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4 Lakh,Hatchback,"70,000 Kms",2nd Owner,2012,18.5,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 1.30 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2012,25.0,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 3.75 Lakh,Sedan,"1,20,000 Kms",4th Owner,2012,22.32,Diesel,2012,Third Party insurance,6 Speed ,Manual,5 Seats,BANGALORE
₹ 6.50 Lakh,Sedan,"40,000 Kms",1st Owner,2020,21.21,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 25.50 Lakh,SUV,"10,000 Kms",1st Owner,2021,14.1,Petrol,2021,Third Party insurance,7 Speed DCT,Automatic,5 Seats,BANGALORE
₹ 13 Lakh,SUV,"80,000 Kms",1st Owner,2021,18.9,Diesel,2021,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 6.09 Lakh,Hatchback,"79,415 Kms",1st Owner,2016,21.4,Petrol,2016,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.78 Lakh,Sedan,"88,411 Kms",1st Owner,2017,26.59,Diesel,2017,Zero Dep,5 Speed,Automatic,5 Seats,BANGALORE
₹ 3.75 Lakh,Sedan,"1,20,000 Kms",4th Owner,2011,20.54,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.49 Lakh,Hatchback,"1,06,516 Kms",1st Owner,2012,22.9,Diesel,2012,Third Party,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.52 Lakh,Hatchback,"88,509 Kms",2nd Owner,2015,25.2,Diesel,2015,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.25 Lakh,SUV,"1,20,000 Kms",1st Owner,2015,15.1,Diesel,2015,Third Party insurance,6 Speed,Manual,7 Seats,BANGALORE
"₹ 56,000 ",Sedan,"80,000 Kms",2nd Owner,2004,14.2,Petrol,2004,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.26 Lakh,Hatchback,"44,437 Kms",1st Owner,2013,22.38,Petrol,2013,Comprehensive,5-Speed,Manual,5 Seats,BANGALORE
₹ 6.07 Lakh,Hatchback,"83,731 Kms",2nd Owner,2015,22.54,Diesel,2015,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
"₹ 56,000 ",Sedan,"80,000 Kms",2nd Owner,2004,14.2,Petrol,2004,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.45 Lakh,SUV,"77,000 Kms",1st Owner,2018,16.5,Diesel,2018,Comprehensive,5 Speed,Manual,7 Seats,BANGALORE
₹ 16.50 Lakh,SUV,"23,000 Kms",2nd Owner,2020,18.9,Petrol,2020,Comprehensive,6-Speed DCT,Automatic,5 Seats,BANGALORE
₹ 2.40 Lakh,Hatchback,"1,10,000 Kms",3rd Owner,2012,20.0,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.80 Lakh,Hatchback,"30,000 Kms",1st Owner,2022,20.52,Petrol,2022,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 5 Lakh,MUV,"1,20,000 Kms",2nd Owner,2006,12.8,Diesel,2006,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 2.50 Lakh,Sedan,"60,000 Kms",2nd Owner,2011,13.7,Petrol,2011,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.20 Lakh,Hatchback,"80,000 Kms",1st Owner,2018,21.4,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
"₹ 60,000 ",Hatchback,"1,10,000 Kms",4th Owner,2011,26.0,Petrol,2011,Third Party insurance,4 Speed,Manual,4 Seats,BANGALORE
₹ 3.57 Lakh,Sedan,"70,000 Kms",5th Owner,2010,12.6,Petrol,2010,Third Party insurance,7 Speed,Automatic,5 Seats,BANGALORE
₹ 7.98 Lakh,Sedan,"45,621 Kms",1st Owner,2018,21.56,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.58 Lakh,SUV,"38,199 Kms",2nd Owner,2018,20.37,Diesel,2018,Zero Dep,6 Speed,Manual,5 Seats,BANGALORE
"₹ 80,000 ",Sedan,"90,000 Kms",3rd Owner,2004,15.9,Petrol,2004,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.08 Lakh,Hatchback,"91,660 Kms",1st Owner,2016,18.6,Petrol,2016,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.98 Lakh,Sedan,"51,947 Kms",2nd Owner,2015,17.4,Petrol,2015,Comprehensive,5 Speed ,Manual,5 Seats,BANGALORE
₹ 12.50 Lakh,MUV,"80,000 Kms",2nd Owner,2018,17.6,Diesel,2018,Third Party insurance,6 Speed,Manual,7 Seats,BANGALORE
₹ 7.51 Lakh,SUV,"76,836 Kms",2nd Owner,2016,23.65,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.35 Lakh,Hatchback,"27,000 Kms",2nd Owner,2015,16.5,Petrol,2015,Comprehensive,5 Speed,Automatic,5 Seats,BANGALORE
₹ 10.35 Lakh,Sedan,"33,222 Kms",1st Owner,2017,17.0,Petrol,2017,Zero Dep,6 Speed,Automatic,5 Seats,BANGALORE
₹ 3.28 Lakh,Hatchback,"47,333 Kms",1st Owner,2013,19.81,Petrol,2013,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.25 Lakh,Hatchback,"20,000 Kms",1st Owner,2021,20.7,Petrol,2021,Third Party insurance,5-Speed,Automatic,5 Seats,BANGALORE
₹ 7.40 Lakh,Sedan,"46,000 Kms",1st Owner,2017,17.01,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.75 Lakh,MUV,"68,000 Kms",1st Owner,2012,12.99,Diesel,2012,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 4.80 Lakh,Hatchback,"40,000 Kms",2nd Owner,2015,19.69,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
"₹ 76,000 ",Sedan,"90,000 Kms",2nd Owner,2017,14.8,Diesel,2001,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 1.90 Lakh,Sedan,"80,000 Kms",1st Owner,2010,15.3,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.10 Lakh,Hatchback,"90,000 Kms",4th Owner,2010,19.81,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.80 Lakh,Hatchback,"80,000 Kms",1st Owner,2014,25.2,Diesel,2014,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 3.80 Lakh,Sedan,"1,50,000 Kms",2nd Owner,2012,22.32,Diesel,2012,Third Party insurance,4 Speed,Manual,5 Seats,BANGALORE
₹ 12.80 Lakh,SUV,"20,000 Kms",1st Owner,2022,17.57,Petrol,2022,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 7.70 Lakh,SUV,"43,791 Kms",1st Owner,2016,15.63,Petrol,2016,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 5.99 Lakh,Hatchback,"87,660 Kms",1st Owner,2018,22.56,Petrol,2018,Third Party insurance,5-Speed,Automatic,5 Seats,BANGALORE
₹ 8 Lakh,SUV,"90,000 Kms",5th Owner,2016,16.0,Diesel,2016,Third Party insurance,6 Speed ,Automatic,7 Seats,BANGALORE
₹ 2.32 Lakh,Hatchback,"71,938 Kms",3rd Owner,2011,17.92,Petrol,2011,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.25 Lakh,Sedan,"1,04,938 Kms",2nd Owner,2013,17.01,Petrol,2013,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.50 Lakh,Sedan,"30,000 Kms",1st Owner,2020,17.4,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.35 Lakh,Sedan,"1,24,707 Kms",2nd Owner,2017,15.41,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4 Lakh,Hatchback,"70,000 Kms",2nd Owner,2012,22.07,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.66 Lakh,SUV,"88,556 Kms",1st Owner,2017,13.0,Petrol,2017,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 7.81 Lakh,SUV,"48,743 Kms",1st Owner,2017,22.77,Diesel,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 28 Lakh,SUV,"1,00,000 Kms",2nd Owner,2016,18.56,Diesel,2016,Third Party insurance,8 Speed,Automatic,5 Seats,BANGALORE
₹ 3.85 Lakh,Sedan,"1,00,000 Kms",2nd Owner,2012,13.7,Petrol,2012,Third Party insurance,7 Speed,Manual,5 Seats,BANGALORE
₹ 6 Lakh,SUV,"1,20,000 Kms",4th Owner,2012,15.1,Diesel,2012,Third Party insurance,6 Speed,Manual,7 Seats,BANGALORE
₹ 6 Lakh,SUV,"70,000 Kms",2nd Owner,2016,18.49,Diesel,2016,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 3.65 Lakh,Sedan,"90,000 Kms",2nd Owner,2012,13.7,Petrol,2012,Third Party insurance,7 Speed,Manual,5 Seats,BANGALORE
₹ 7.49 Lakh,Pickup Trucks,"70,000 Kms",1st Owner,2019,18.9,Diesel,2019,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 3.50 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2014,20.3,Diesel,2014,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 23.50 Lakh,SUV,"20,000 Kms",1st Owner,2022,14.2,Petrol,2022,Third Party insurance,6-speed,Automatic,6 Seats,BANGALORE
₹ 7 Lakh,Hatchback,"20,000 Kms",1st Owner,2020,18.6,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.30 Lakh,Hatchback,"50,000 Kms",2nd Owner,2012,21.1,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.75 Lakh,SUV,"51,338 Kms",1st Owner,2018,17.5,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.25 Lakh,SUV,"97,334 Kms",1st Owner,2017,15.29,Petrol,2017,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 7 Lakh,Hatchback,"20,000 Kms",1st Owner,2020,18.6,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.30 Lakh,SUV,"53,031 Kms",2nd Owner,2016,13.0,Petrol,2016,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 8.98 Lakh,SUV,"51,580 Kms",2nd Owner,2016,13.0,Petrol,2016,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 23.95 Lakh,Sedan,"57,000 Kms",2nd Owner,2017,17.9,Diesel,2017,Comprehensive,7 Speed,Automatic,5 Seats,BANGALORE
₹ 4.49 Lakh,Hatchback,"23,920 Kms",1st Owner,2020,21.7,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 14.85 Lakh,SUV,"65,000 Kms",1st Owner,2018,17.01,Diesel,2018,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 3.35 Lakh,Hatchback,"66,434 Kms",2nd Owner,2012,19.4,Petrol,2012,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.25 Lakh,SUV,"54,097 Kms",1st Owner,2017,17.5,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.35 Lakh,Hatchback,"27,655 Kms",1st Owner,2021,19.56,Petrol,2021,Third Party,5-Speed,Automatic,5 Seats,BANGALORE
₹ 38.25 Lakh,Sedan,"14,955 Kms",1st Owner,2018,21.76,Diesel,2018,Third Party insurance,8 Speed,Automatic,5 Seats,BANGALORE
₹ 23.50 Lakh,SUV,"10,000 Kms",1st Owner,2022,14.2,Petrol,2022,Third Party insurance,6-speed,Automatic,7 Seats,BANGALORE
₹ 25 Lakh,SUV,"50,000 Kms",1st Owner,2020,18.4,Petrol,2020,Third Party insurance,7 Speed DSG,Automatic,5 Seats,BANGALORE
₹ 15.40 Lakh,SUV,"10,000 Kms",1st Owner,2022,16.8,Petrol,2022,Third Party insurance,6-Speed iMT,Manual,5 Seats,BANGALORE
₹ 12.90 Lakh,SUV,"70,000 Kms",2nd Owner,2019,17.6,Diesel,2019,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
"₹ 50,000 ",Sedan,"1,50,000 Kms",3rd Owner,2007,14.9,Diesel,2007,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 10.25 Lakh,SUV,"10,000 Kms",2nd Owner,2021,18.2,Petrol,2021,Third Party insurance,6-Speed iMT,Manual,5 Seats,BANGALORE
₹ 6 Lakh,Sedan,"1,10,000 Kms",3rd Owner,2016,26.0,Diesel,2016,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 4.35 Lakh,Minivans,"30,000 Kms",1st Owner,2020,16.11,Petrol,2020,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 8.08 Lakh,SUV,"14,338 Kms",2nd Owner,2017,17.5,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.35 Lakh,Minivans,"30,000 Kms",1st Owner,2020,16.11,Petrol,2020,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 2.78 Lakh,Hatchback,"73,799 Kms",2nd Owner,2011,18.9,Petrol,2011,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 12.61 Lakh,SUV,"39,139 Kms",1st Owner,2021,16.5,Petrol,2021,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 8.50 Lakh,SUV,"20,000 Kms",1st Owner,2020,17.52,Petrol,2020,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 2.70 Lakh,Hatchback,"89,633 Kms",2nd Owner,2014,21.1,Petrol,2014,Third Party,5 Speed,Manual,5 Seats,BANGALORE
₹ 10 Lakh,SUV,"70,000 Kms",3rd Owner,2011,17.05,Diesel,2011,Third Party insurance,8-Speed ,Automatic,5 Seats,BANGALORE
₹ 8.45 Lakh,MUV,"16,826 Kms",2nd Owner,2017,20.51,Petrol,2017,Comprehensive,5-Speed,Manual,7 Seats,BANGALORE
₹ 5.08 Lakh,Hatchback,"25,133 Kms",2nd Owner,2017,20.89,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 3.40 Lakh,Hatchback,"80,000 Kms",1st Owner,2018,24.7,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 39 Lakh,SUV,"25,000 Kms",1st Owner,2020,18.9,Petrol,2020,Comprehensive,8 Speed,Automatic,5 Seats,BANGALORE
₹ 12.25 Lakh,MUV,"90,000 Kms",1st Owner,2014,12.99,Diesel,2014,Third Party insurance,5 Speed,Manual,8 Seats,BANGALORE
₹ 12.75 Lakh,MUV,"90,000 Kms",1st Owner,2014,12.99,Diesel,2014,Third Party insurance,5 Speed,Manual,8 Seats,BANGALORE
₹ 29 Lakh,SUV,"10,000 Kms",1st Owner,2022,14.1,Petrol,2022,Third Party insurance,7 Speed DCT,Automatic,5 Seats,BANGALORE
₹ 8 Lakh,SUV,"70,000 Kms",2nd Owner,2019,17.0,Petrol,2019,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 28 Lakh,Sedan,"1,10,000 Kms",1st Owner,2016,13.0,Diesel,2016,Third Party insurance,7 Speed,Automatic,5 Seats,BANGALORE
₹ 1.50 Lakh,Hatchback,"20,000 Kms",2nd Owner,2006,18.9,Petrol,2006,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.38 Lakh,SUV,"10,000 Kms",1st Owner,2021,18.75,Petrol,2021,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 3.15 Lakh,Hatchback,"20,000 Kms",2nd Owner,2019,22.7,Petrol,2019,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 13.28 Lakh,SUV,"34,990 Kms",1st Owner,2020,18.9,Diesel,2020,Comprehensive,6-Speed,Manual,5 Seats,BANGALORE
₹ 4.90 Lakh,Hatchback,"33,210 Kms",1st Owner,2016,23.1,Petrol,2016,Comprehensive,5 Speed ,Automatic,5 Seats,BANGALORE
₹ 10.50 Lakh,Sedan,"80,000 Kms",2nd Owner,2020,22.0,Diesel,2020,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 4.30 Lakh,Hatchback,"28,051 Kms",2nd Owner,2015,26.68,Petrol,2015,Comprehensive,5-Speed,Automatic,5 Seats,BANGALORE
₹ 17.24 Lakh,MUV,"22,280 Kms",1st Owner,2022,16.5,Petrol,2022,Comprehensive,7-Speed DCT,Automatic,6 Seats,BANGALORE
₹ 2.70 Lakh,Hatchback,"1,20,000 Kms",2nd Owner,2007,17.8,Diesel,2007,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.17 Lakh,Hatchback,"21,193 Kms",1st Owner,2017,18.9,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2010,12.0,Petrol,2010,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
₹ 6.27 Lakh,Hatchback,"7,150 Kms",1st Owner,2021,20.7,Petrol,2021,Third Party,5-Speed,Manual,5 Seats,BANGALORE
₹ 5.10 Lakh,Hatchback,"13,262 Kms",1st Owner,2016,23.84,Petrol,2016,Third Party,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.50 Lakh,Sedan,"1,00,000 Kms",3rd Owner,2012,17.3,Diesel,2012,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 16 Lakh,SUV,"1,00,000 Kms",4th Owner,2012,16.09,Diesel,2012,Third Party insurance,8 Speed,Automatic,5 Seats,BANGALORE
₹ 5.75 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2016,21.4,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.10 Lakh,MUV,"90,000 Kms",1st Owner,2014,18.2,Diesel,2014,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 9.25 Lakh,SUV,"40,000 Kms",2nd Owner,2018,17.0,Petrol,2018,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
₹ 4.75 Lakh,Hatchback,"50,000 Kms",2nd Owner,2013,21.9,Diesel,2013,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 1.85 Lakh,Hatchback,"50,000 Kms",3rd Owner,2015,25.4,Petrol,2015,Third Party insurance,4 Speed,Manual,4 Seats,BANGALORE
₹ 2.25 Lakh,Hatchback,"50,000 Kms",3rd Owner,2008,17.92,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 32.75 Lakh,SUV,"21,000 Kms",1st Owner,2021,17.01,Petrol,2021,Comprehensive,7 Speed DSG,Automatic,7 Seats,BANGALORE
₹ 37.50 Lakh,SUV,"38,000 Kms",1st Owner,2019,18.0,Diesel,2019,Comprehensive,8 Speed,Automatic,5 Seats,BANGALORE
₹ 5.14 Lakh,MUV,"61,902 Kms",1st Owner,2019,20.0,Petrol,2019,Third Party,5-Speed,Manual,7 Seats,BANGALORE
₹ 3.47 Lakh,Hatchback,"38,396 Kms",1st Owner,2018,23.0,Petrol,2018,Comprehensive,5-Speed,Automatic,5 Seats,BANGALORE
₹ 1 Lakh,Sedan,"30,000 Kms",3rd Owner,2004,12.8,Petrol,2004,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 13.29 Lakh,SUV,"7,561 Kms",1st Owner,2022,18.2,Petrol,2022,Comprehensive,6-Speed iMT,Manual,5 Seats,BANGALORE
₹ 3 Lakh,Hatchback,"30,000 Kms",1st Owner,2017,21.1,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 13.58 Lakh,Sedan,"6,731 Kms",1st Owner,2022,19.47,Petrol,2022,Third Party,6-Speed,Manual,5 Seats,BANGALORE
₹ 15 Lakh,SUV,"20,000 Kms",1st Owner,2019,16.0,Petrol,2019,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 6.42 Lakh,Hatchback,"55,567 Kms",1st Owner,2018,21.21,Petrol,2018,Third Party,5,Automatic,5 Seats,BANGALORE
₹ 9.11 Lakh,SUV,"48,938 Kms",2nd Owner,2021,18.24,Petrol,2021,Third Party insurance,CVT,Automatic,5 Seats,BANGALORE
₹ 5.50 Lakh,Hatchback,"80,000 Kms",2nd Owner,2017,28.4,Diesel,2017,Third Party insurance,5,Manual,5 Seats,BANGALORE
₹ 4.20 Lakh,SUV,"80,000 Kms",1st Owner,2013,19.01,Diesel,2013,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 4.50 Lakh,Hatchback,"10,000 Kms",1st Owner,2010,15.6,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 15.65 Lakh,SUV,"10,000 Kms",1st Owner,2022,16.8,Petrol,2022,Third Party insurance,6-Speed iMT,Manual,5 Seats,BANGALORE
₹ 4.50 Lakh,Hatchback,"60,000 Kms",2nd Owner,2016,23.84,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.60 Lakh,Sedan,"71,545 Kms",1st Owner,2015,17.01,Petrol,2015,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 2 Lakh,Hatchback,"60,000 Kms",1st Owner,2007,18.9,Petrol,2007,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.79 Lakh,SUV,"80,000 Kms",2nd Owner,2016,18.49,Diesel,2016,Third Party insurance,5 Speed,Automatic,7 Seats,BANGALORE
₹ 2.30 Lakh,Minivans,"1,20,000 Kms",5th Owner,2015,10.9,CNG,2015,Third Party insurance,4 Speed,Manual,8 Seats,BANGALORE
₹ 12 Lakh,SUV,"60,000 Kms",1st Owner,2020,16.8,Petrol,2020,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 5.43 Lakh,Hatchback,"56,577 Kms",1st Owner,2016,18.9,Petrol,2016,Comprehensive,4 Speed,Automatic,5 Seats,BANGALORE
₹ 10.35 Lakh,SUV,"56,974 Kms",2nd Owner,2018,13.0,Petrol,2018,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 11.50 Lakh,SUV,"10,000 Kms",1st Owner,2021,18.0,Petrol,2021,Third Party insurance,iMT,Manual,5 Seats,BANGALORE
₹ 4.79 Lakh,Hatchback,"40,344 Kms",1st Owner,2013,18.5,Petrol,2013,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.36 Lakh,SUV,"36,216 Kms",3rd Owner,2018,23.0,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.30 Lakh,Hatchback,"10,000 Kms",1st Owner,2022,22.0,Petrol,2022,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 8.80 Lakh,SUV,"45,965 Kms",2nd Owner,2017,15.29,Petrol,2017,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 26 Lakh,MUV,"10,000 Kms",1st Owner,2021,8.0,Petrol,2021,Third Party insurance,6 Speed,Automatic,7 Seats,BANGALORE
₹ 7.89 Lakh,Sedan,"74,982 Kms",1st Owner,2016,18.0,Petrol,2016,Comprehensive,5 Speed CVT,Automatic,5 Seats,BANGALORE
₹ 10.30 Lakh,SUV,"21,925 Kms",1st Owner,2020,17.0,Petrol,2020,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
